 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
C7765         73.063    -7.340  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C7766         71.245    -7.362  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C7767         77.235    -5.990   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C7768         76.385    -5.990   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C776A         73.533    -6.274  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C776B         75.535    -5.980   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C776F         72.173    -7.322  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C7769         74.473    -7.342  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77A0         85.906     1.323   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77A1         84.965     3.424  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77A2         84.965     2.624  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77A3         86.415     2.427  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77A4         84.428     4.277  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77AF         84.055     3.448   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C77C0         77.308     4.620   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77C1         74.908     4.620   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77C2         75.708     4.620   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77C3         76.508     4.620   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77C4         74.108     4.620   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C77CF         72.497     4.046  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C77D0         76.860     1.507    0.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D1         79.885    -0.203   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D2         79.898     1.317   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D3         79.885    -1.643   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D4         79.885    -3.593  270.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D5         78.360     1.507    0.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C77D6         77.985    -4.118  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C77D7         79.910    -2.618  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C77DD         79.260     1.507   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C77DE         78.984    -4.151    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C77DF         68.119    -1.291   90.0  AA   (T)  'CAP-TANTB1S-SM-H1P2', 'CAP-TANTB1S-SM-H1P2'
C7804         73.691    -3.474  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7809         70.578    -1.597  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7810         72.165     0.818  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7811         73.795     0.739  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7814         72.565    -4.712  180.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7815         75.420     1.507  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7816         72.575    -0.322   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7817         73.640    -0.062  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7818         70.556     0.129  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7819         72.552    -1.506   90.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7820         71.690    -3.313  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7821         73.691    -2.674  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7822         71.701    -2.093  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C7890         72.531    -3.173  270.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C7891         73.691    -1.849  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C7892         73.319     4.620   90.0  AA   (T)  'CAP-0402-H22', 'CAP-0402-H22'
C7893         73.845    -5.282  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7894         72.535     1.803  180.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C78A0         81.465     2.939   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C78A1         73.719     1.592  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C78A4         80.585     2.958   90.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C78A5         85.737   -17.504   90.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C78B0         73.785     2.468    0.0  AA   (T)  'CAP-NFM15-1P1XP7-4SM-HP5', 'CAP-NFM15-1P1XP7-4SM-HP5'
C78B1         73.805     3.378    0.0  AA   (T)  'CAP-NFM15-1P1XP7-4SM-HP5', 'CAP-NFM15-1P1XP7-4SM-HP5'
C78B6         70.504    -0.733    0.0  AA   (T)  'CAP-NFM15-1P1XP7-4SM-HP5', 'CAP-NFM15-1P1XP7-4SM-HP5'
C78E0         72.352     3.087  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C78E1         72.545     2.412  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C7905         73.647    -1.182  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C7906         74.593    -5.035  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C7921         71.515    -4.272   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C7928         72.295    -4.092  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C7940         74.250    -4.330  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C7974         76.195    -4.308  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7984         75.695    -4.308  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7985         75.195    -4.308  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C7986         76.493    -5.035    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7993         77.235    -4.308  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C7994         76.695    -4.308  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C7999         75.543    -5.035    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8070        159.874   -10.336    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8071        160.622   -10.136   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8072        158.453    -8.289   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8073        155.962    -9.515  180.0  AA   (T)  'CAP-0402-1P1XP6-HP6', 'CAP-0402-1P1XP6-HP6'
C8100        115.612   -16.755   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8101        116.412   -15.345  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8102        119.679   -17.584  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8103        116.416   -19.644  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8104        116.412   -18.165  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8105        119.679   -19.001  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8106        118.950   -13.662    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8107        115.612   -18.165  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8108        116.412   -16.755   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810A        117.540   -13.662  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810B        118.950   -16.412    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810C        118.215   -19.631  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810D        117.350   -19.637  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810E        116.412   -13.935   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810F        117.540   -16.412  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810G        119.758   -15.257   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810H        115.612   -15.345  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810I        115.614   -19.637  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C810M        119.764   -14.308  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8109        115.612   -13.935   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8110        115.612    -5.475   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8111        121.100    -5.034   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8112        119.775    -6.898  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8113        117.568   -10.902    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8114        118.933    -5.049   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8115        117.333    -5.049   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8116        115.612    -6.885   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8117        120.292    -5.034   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8118        115.612    -8.295  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811A        119.758    -9.267  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811B        116.412    -5.475   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811C        118.133    -5.049   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811D        115.612    -9.705  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811E        118.950    -8.111    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811F        117.540    -8.111    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811G        116.412    -8.295  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811H        116.412    -9.705  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811I        116.412    -6.885   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C811M        119.790   -10.206    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8119        120.360    -8.111    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8120        101.435   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8121        103.985   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8122        103.135   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8123         98.885   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8124        102.285   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8125        100.585   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8126         98.035   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8127         99.735   -22.187  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C812F        128.415   -19.324    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8130        131.755   -18.833    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8131        132.435   -16.662  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8132        130.345   -18.833  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8133        130.345   -19.633  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8134        131.755   -18.032    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8135        130.345   -18.032  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8136        131.755   -19.633    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8137        130.345   -20.433  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8138        131.755   -20.433    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C813F        132.628   -15.608   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8170        108.772   -23.056  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8171        109.622   -23.056  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8172        107.072   -23.056  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8173        107.922   -23.056  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8174        106.222   -23.056  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C817F        122.105   -18.972  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C81A0        124.204    -6.320  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A1        132.273    -4.899  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A2        125.614    -6.320  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A3        123.319   -11.124   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81A4        123.319   -12.074  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81A5        124.476   -16.160    0.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A6        121.803   -10.887  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A7        132.273    -4.049  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81A8        123.319   -10.174  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81A9        123.319    -9.224   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81AA        131.685    -8.250   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81AB        132.545    -8.260   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81AC        123.916    -7.015  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81AD        124.866    -7.015    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81C0         61.645    -1.472   90.0  AA   (T)  'CAP-TANTB1S-SM-H1P2', 'CAP-TANTB1S-SM-H1P2'
C81C1        135.506    -5.227    0.0  AA   (T)  'CAP-TANTB1S-SM-H1P2', 'CAP-TANTB1S-SM-H1P2'
C81C2         64.866    -1.392   90.0  AA   (T)  'CAP-TANTB1S-SM-H1P2', 'CAP-TANTB1S-SM-H1P2'
C81CE        132.554    -9.329  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C81CF        121.969   -13.509  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C81D0        123.008    -7.947   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81D1        128.273   -16.214  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81D2        127.296   -16.160    0.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81D3        125.886   -16.160  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81D4        123.038   -15.181   90.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81D5        127.049    -6.313  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C81D6        128.666    -7.015    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81D7        127.716    -7.015  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81D8        126.766    -7.015    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81D9        125.816    -7.015  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DA        123.319   -13.974  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DB        123.319   -13.024   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DC        122.779   -10.174  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DD        122.779   -11.124   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DE        122.779    -9.224   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DF        122.779   -12.074  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DG        122.779   -13.024   90.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DH        122.779   -13.974  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DI        126.100   -15.465  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DJ        127.050   -15.465    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DK        128.000   -15.465  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DL        125.150   -15.465  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DM        124.200   -15.465  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C81DN        123.295   -16.271  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8200        134.093    -8.238  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8201        132.507    -7.314  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8202        131.892    -9.235    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8208        131.892    -9.775    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8217        131.892   -10.855    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8220        131.783   -21.704  180.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8224        134.021   -12.257  180.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8228        131.892   -11.395    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8240        131.892   -11.935    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8244        131.892   -12.475    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8248        129.185   -20.112  270.0  AA   (T)  'CAP-0402', 'CAP-0402'
C8249        129.175   -18.700  270.0  AA   (T)  'CAP-0402', 'CAP-0402'
C8250        129.165   -17.291   90.0  AA   (T)  'CAP-0402', 'CAP-0402'
C8256        133.254   -16.625  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8260        129.326   -16.110  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8270        127.929   -20.790  180.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8274        133.261   -15.673   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8292        132.273    -6.599  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8293        131.625   -21.152    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8294        128.815   -15.703  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8295        130.405   -21.152  180.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8297        133.257    -7.021  270.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C8299        128.524   -19.996  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8302        133.783   -12.743    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C8315        131.525   -13.252   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8316        131.525   -14.212  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8321        133.335   -10.972   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8322        132.945   -10.972   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8323        133.325   -11.841   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8324        132.935   -11.841   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8325        132.739   -10.335  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8326        133.745   -11.349   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8328        133.055   -12.502    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8340        130.516   -22.263  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8450        131.551     4.959    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8451        124.782    -0.998  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
