 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
TP930A         6.751   -18.592    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930C        85.142     0.638    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930E        82.194    -3.606    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930F        72.958   -20.190    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930G       108.024   -22.080    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930H        96.113    -7.313    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930I        85.815    -1.801    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930J       107.129    -1.470    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930K       120.939   -12.945    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP930L        73.300     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9309       130.665    -6.403    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9311       140.141   -15.009    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9313       129.672    -0.020    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9314         8.470    -5.796    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9315       145.394   -21.796    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9317       132.516   -23.428    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9318       150.127     1.486    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931A        64.791    -4.524    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931B       152.832   -23.123    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931C       178.250    -7.491    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931D       107.972    -9.152    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931E        85.320   -19.654    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931F       151.761     1.646    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931G        74.083    -0.441    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931L        75.179    -3.049    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931M        75.950     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931N        74.726    -1.858    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931O        51.042     1.189    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP931P        72.250     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9319        75.146    -0.426    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9340       161.486    -4.134    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9341       164.385    -4.642    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9342       155.301     1.242    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9343       127.941   -14.733    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9344       174.880     1.270    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9345       174.285   -18.588    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9347       162.332    -1.405    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9348       171.015     1.611    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP934A       201.461   -17.774    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9349       149.164   -15.712    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9360       172.789   -10.500    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9361       164.839   -11.435    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9369       174.567   -15.691    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9370       172.365   -15.291    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9371       172.606   -14.320    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9372       172.544   -16.662    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9373       129.973    -9.349    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9374       173.412   -15.327    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9375       129.065   -10.382    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9376       176.283   -18.395    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9377       175.465   -17.719    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937A       128.813   -11.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937B       130.242   -12.279    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937C       173.317   -18.068    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937D       172.494   -18.811    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937E       175.490   -19.171    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937H       175.760   -16.751    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937I       177.013   -16.703    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937J       131.176   -11.915    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937K       176.999   -15.639    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP937L       175.688   -15.222    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9381       182.042    -3.660    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9382       176.997     0.568    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9383       182.022    -2.396    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9384       176.390     1.400    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9390       204.265    -6.213    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9391       206.056    -6.195    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9392       211.075    -5.643    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9393       212.708    -5.841    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9394       212.742    -7.555    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9395       212.675    -3.992    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9396       178.383    -0.177    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9397       179.883    -0.177    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9398       181.383    -0.177    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939A       178.383     1.323    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939B       181.383     1.323    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939C       211.618    -2.185    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939D       211.201    -3.638    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939E       211.232     0.166    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939F       213.126    -1.687    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939G       144.450     0.050    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939H       142.593    -1.105    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939I       142.971     0.425    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939J       146.049     0.351    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939K       132.422    -8.762    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939L       130.900    -8.500    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939M       127.300    -7.950    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939N       128.950    -7.950    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP939P       179.877    -1.714    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP93A3       130.815   -22.424    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93A5       138.407   -14.799    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93A6       139.677   -13.335    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93A7       141.341   -13.430    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93A8        97.001   -18.493    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93A9       159.129    -5.144    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B0       131.946   -11.260    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B1       118.458   -19.002    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B3        76.334    -0.349    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B4       125.372   -13.147    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B5       124.299   -13.678    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93B9       114.976    -8.053    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BA       122.395    -7.238    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BB       126.245    -2.770    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BC       116.269   -12.783    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BD       127.067   -18.584    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BE       123.321    -5.309    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BF       122.314    -5.988    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BH        72.032    -4.818    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BK       115.684    -2.490    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93BL        80.900    -3.550    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C1        84.278   -15.212    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C2        87.943   -16.022    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C3        91.876   -16.037    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C4        87.045   -15.395    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C5        87.949   -13.409    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C6        88.608   -12.655    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C7       112.276   -20.561    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C8       114.735   -13.373    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93C9       125.324   -16.809    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93CA       151.550   -10.200    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93CB       108.238   -12.492    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93CC       153.341    -8.816    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D0       112.982   -12.473    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D1       149.000   -12.952    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D4       199.675    -6.298    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D5       202.890    -6.534    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D6       203.358    -8.381    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D7       212.373    -8.976    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D8       210.955    -9.290    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93D9       210.942    -8.131    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93DA       147.000   -18.100    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93DB       145.650   -17.800    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E0       206.368    -9.484    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E1       206.962    -8.646    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E2       155.532   -10.383    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E3       211.909   -11.323    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E4       213.412    -0.450  180.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E5       158.990    -8.565    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E6       154.810    -9.673    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E7       143.526   -16.360    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E8       156.863    -8.350    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93E9       156.986    -9.373    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EA       140.909    -2.008    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EB       200.244    -9.281    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EC       139.701    -0.062    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93ED       152.511   -13.057    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EE       141.263    -3.827    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EF       139.600     1.000    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EG       170.448    -3.466    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EI       116.628    -0.681    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EJ       145.046    -3.323    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EL        88.344    -9.714    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EM       147.927     1.653    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EN       212.409   -10.105    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EO       145.600     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EP        56.698     1.424    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93EQ       145.091    -2.265    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93ER       143.846    -1.359    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93F8       150.620    -3.287    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93F9       139.438    -6.043    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93FA        60.670    -0.530    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93FB       146.185    -2.174    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G0        60.650     1.380    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G2        61.573   -22.086    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G4       138.387    -0.040    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G5        24.580    54.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G6        20.700    36.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G7        20.700    37.500    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G8       153.775    -9.866    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93G9       152.765    -9.878    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GA        53.640     1.630    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GB        52.370     1.640    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GC       158.734    -9.543    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GD       160.003    -8.856    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GG        70.950    -5.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GH        71.650    -6.350    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GI       141.181    -0.446    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GJ       140.427    -1.129    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GK       162.781    -3.093    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GL       163.643    -2.550    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GM        89.202   -10.396    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GN        90.200   -10.470    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GO        91.070   -11.240    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GP        90.130   -11.740    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GQ        73.537    -6.177    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GR        70.879    -4.129    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GS       146.200   -18.750    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GT       145.200   -18.700    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93GZ       115.400   -21.848    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H0        24.580    53.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H1        18.050    51.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H2        57.947   -23.306    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H3        56.918   -23.193    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H4       155.014   -22.957    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H5       154.332   -23.694    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H6       205.525    -2.878    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H7       205.349     0.158    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H8       206.639    -2.818    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93H9       204.515    -2.868    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HA       206.766     0.125    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HB        22.558    38.292    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HC        21.974    37.478    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HD       146.700     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HE        17.965    53.907    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HF        18.055    52.903    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HJ       154.600   -22.025    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HK       153.600   -22.025    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HL        16.100    -3.075    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93HM        17.100    -3.075    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93I2         7.450   -16.250    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93J5       177.180    -5.039    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93J6        17.450    -2.100    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93JA       176.438    -3.360    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93JB       175.130    -4.145    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93JC       175.672    -5.091    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93JD       176.660   -10.435    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93JE       176.096    -6.277    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K0       123.153    -6.585    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K1        89.461   -13.276    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K2         5.600    -8.000    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K3         5.650    -7.000    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K4        17.000    44.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93K5        16.955    45.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KE         6.600    -0.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KF         7.694     1.640    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KG         6.570    -8.880    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KH       140.390     1.652    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KI       132.500     1.300    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KJ       138.614     1.382    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93KK        18.000    44.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93N1       187.168   -14.013    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93N2       186.179   -16.383    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93N3       185.932   -10.289    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93N8       157.814    -8.686    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93N9       138.387    -5.907    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NA       102.736    -9.826    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NB       103.044   -11.058    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NC       104.039   -10.686    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93ND       125.051   -10.072    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NE       100.686   -10.422    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NF        93.255   -12.225    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NG        70.846   -13.550    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NH        56.042   -12.475    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NI       191.463   -11.239    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NJ       190.851   -10.018    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93NK       198.522   -10.056    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P1       144.500     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P2       143.500     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P3       142.500     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P4       141.400     1.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P5       132.600     0.300    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P6        18.600    63.779    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P7        20.839    39.541    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93P8        17.906    60.888    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R0       159.719    -9.846    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R1       144.468   -15.791    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R2       144.481   -22.586    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R3       150.600    -9.800    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R4       141.151   -22.697    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R5       143.618   -23.416    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R6       149.234   -22.332    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R7       148.230   -22.316    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R8       206.704    -4.148    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93R9       203.377    -9.624    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93RU       125.234    -2.966    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93RV       150.090   -12.596    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93RW       138.394   -18.746    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP93RZ       147.818   -20.883    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9399       179.883     1.323    0.0  AA   (B)  'TP-1P0-TOP', 'TP-1P0-TOP'
TP9401        17.500    63.850    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9402        21.900    61.250    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9403        24.000    60.650    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9404        24.580    50.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9405        24.100    61.850    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9406        18.050    50.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9407        23.350    62.650    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9408        22.041    62.390    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940A        23.425    63.787    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940B        20.483    63.237    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940C        20.700    29.850    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940D        20.700    28.800    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940E        20.700    31.300    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940F        20.698    32.329    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP940G        24.580    49.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9409        22.550    63.300    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9411         5.600   -13.150    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9412         5.600   -14.150    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9413         6.500   -15.650    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9414         6.614    -7.878    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9415         8.235   -10.430    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9416         7.700   -11.485    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9417        17.441    59.799    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9418        17.650    58.415    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941A        18.050    48.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941B        16.955    49.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941C        16.955    51.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941D        18.050    47.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941E        21.800    44.000    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP941F        20.800    44.000    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9419        24.580    57.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9421        20.700    26.950    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9422        22.300    35.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9423        20.700    16.450    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9424        20.700    18.550    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9425        20.700    25.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9426        22.300    36.500    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9427        20.700    17.500    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP9428        20.720    19.620    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942A        20.700    24.850    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942B        20.710    20.621    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942C        22.735    42.026    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942D        22.610    39.341    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942E        19.400    61.950    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942F        24.580    52.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942G        74.927    -4.719    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942H         6.700   -13.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942I         5.600   -15.150    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942J         6.600   -14.600    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942K         7.593   -14.114    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942L        24.580    55.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942M        24.580    59.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942N        24.580    58.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942O        17.894    57.439    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942Q        24.580    56.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942R        18.050    46.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942S        16.955    47.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942T        16.955    46.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942U        16.955    50.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942V        18.050    49.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942W        16.955    48.900    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942X        24.580    48.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
TP942Y        24.580    45.256    0.0  AA   (B)  'TP-P5', 'TP-P5'
